MDW1	रेडियोथेरेपी उपकरण और सहायक सामान	रेडिओथेरपी उपकरणे आणि संबंधित साधने
MDW2	हृदयरोग संबंधी उपकरण और सहायक सामान	हृदयरोगविषयक उपकरणे आणि संबंधित साधने
MDW3	डायलिसिस उपकरण और सहायक सामान	डायलिसिस उपकरणे आणि संबंधित साधने
MDW4	श्वसन वेंटिलेटर और सहायक सामान	श्वसन व्हेंटिलेटर आणि संबंधित साधने
MDW5	नाभिकीय चिकित्सा उपकरण और सहायक सामान	अणुवैद्यक उपकरणे आणि संबंधित साधने
MDW6	शरीर के बाहर नमूनों की जाँच के प्रयोगशाला उपकरण और सहायक सामान	शरीराबाहेर नमुन्यांच्या निदानाची प्रयोगशाळा उपकरणे आणि संबंधित साधने
MDW7	विश्लेषक और सहायक सामान	विश्लेषक आणि संबंधित साधने
MDW8	MRI, PET, CT, अल्ट्रासाउंड उपकरण और सहायक सामान	MRI, PET, CT, अल्ट्रासाऊंड उपकरणे आणि संबंधित साधने
MDW9	निषेचन जाँच उपकरण और सहायक सामान	फलन तपासणी उपकरणे आणि संबंधित साधने
MDW10	रोकथाम, जाँच, निदान, निगरानी और उपचार के अन्य विद्युत चिकित्सा उपकरण व सहायक सामान; संभावित लिंग-चयन सुविधा वाले उपकरण सहित	प्रतिबंध, तपासणी, निदान, देखरेख आणि उपचाराची इतर विद्युत वैद्यकीय उपकरणे व संबंधित साधने; संभाव्य लिंगनिवड सुविधा असलेल्या उपकरणांसह
LIW1	गैस विश्लेषक	वायू विश्लेषक
LIW2	विद्युत और इलेक्ट्रॉनिक पुर्ज़ों वाले प्रयोगशाला उपकरण	विद्युत आणि इलेक्ट्रॉनिक भाग असलेली प्रयोगशाळा उपकरणे
