Good to see you again.	वापस स्वागत है।	पुन्हा स्वागत आहे.
Your name or business	आपका या व्यवसाय का नाम	तुमचे किंवा व्यवसायाचे नाव
City or collection area	शहर या संग्रह क्षेत्र	शहर किंवा संकलन क्षेत्र
Your facility starts as unverified. Business verification is reviewed separately.	आपकी सुविधा अभी असत्यापित होगी। व्यवसाय सत्यापन की अलग से समीक्षा होगी।	तुमची सुविधा सुरुवातीला अप्रमाणित असेल. व्यवसाय पडताळणीचा स्वतंत्र आढावा घेतला जाईल.
Enter your name and collection or facility area.	अपना नाम और संग्रह या सुविधा क्षेत्र दर्ज करें।	तुमचे नाव आणि संकलन किंवा सुविधा क्षेत्र भरा.
Username	यूज़रनेम	वापरकर्तानाव
Password	पासवर्ड	पासवर्ड
4–32 letters, numbers, dots, hyphens or underscores.	4–32 अंग्रेज़ी अक्षर, अंक, बिंदु, हाइफ़न या अंडरस्कोर।	4–32 इंग्रजी अक्षरे, अंक, ठिपके, हायफन किंवा अंडरस्कोर.
Use at least 15 characters. A phrase of several words works well.	कम से कम 15 अक्षर रखें। कई शब्दों का वाक्यांश इस्तेमाल कर सकते हैं।	किमान 15 अक्षरे वापरा. अनेक शब्दांचा वाक्यांश वापरू शकता.
Confirm password	पासवर्ड की पुष्टि करें	पासवर्डची पुष्टी करा
Passwords do not match.	पासवर्ड मेल नहीं खाते।	पासवर्ड जुळत नाहीत.
Save login details	लॉग इन विवरण सहेजें	लॉग इन तपशील जतन करा
Create account	खाता बनाएँ	खाते उघडा
Use an invitation	निमंत्रण का उपयोग करें	निमंत्रण वापरा
New here? Sign up	नए हैं? खाता बनाएँ	नवीन आहात? खाते उघडा
Keep your password safe. Password recovery is not available in this demo.	अपना पासवर्ड सुरक्षित रखें। इस डेमो में पासवर्ड रिकवरी उपलब्ध नहीं है।	तुमचा पासवर्ड सुरक्षित ठेवा. या डेमोमध्ये पासवर्ड पुनर्प्राप्ती उपलब्ध नाही.
Set up username and password	यूज़रनेम और पासवर्ड सेट करें	वापरकर्तानाव आणि पासवर्ड तयार करा
Switch account	खाता बदलें	खाते बदला
Use the account for your selected role.	अपनी चुनी हुई भूमिका का खाता इस्तेमाल करें।	तुमच्या निवडलेल्या भूमिकेचे खाते वापरा.
This account uses a different role. Choose the matching role to continue.	इस खाते की भूमिका अलग है। जारी रखने के लिए सही भूमिका चुनें।	या खात्याची भूमिका वेगळी आहे. पुढे जाण्यासाठी योग्य भूमिका निवडा.
Sign in again with your username and password. Your saved records will stay on this phone.	अपने यूज़रनेम और पासवर्ड से दोबारा लॉग इन करें। सहेजे गए रिकॉर्ड इस फ़ोन पर रहेंगे।	तुमचे वापरकर्तानाव आणि पासवर्ड वापरून पुन्हा लॉग इन करा. जतन केलेल्या नोंदी या फोनवर राहतील.
Username or password is incorrect.	यूज़रनेम या पासवर्ड गलत है।	वापरकर्तानाव किंवा पासवर्ड चुकीचा आहे.
That username is unavailable or this account already has login details.	यह यूज़रनेम उपलब्ध नहीं है या इस खाते के लॉग इन विवरण पहले से बने हैं।	हे वापरकर्तानाव उपलब्ध नाही किंवा या खात्याचे लॉग इन तपशील आधीच आहेत.
